"name",code,"parish_id"
"LUU", 15,"ANYAVU"
"LUUBU", 7,"MUSA"
"LUUBU A", 6,"BUYEMBA"
"LUUBU B", 10,"BUYEMBA"
"LUUFU", 7,"LUUFU"
"LUUGU", 8,"AZAAPI"
"LUUMA A", 10,"MANYAMA"
"LUUMA B", 11,"MANYAMA"
"LUUTE", 4,"SSAAYI"
"LUVULE", 7,"LUSANGO"
"LUVUMA", 4,"MAKINDYE I"
"LUVUMBULA", 2,"KIRINGENTE"
"LUVUNJA", 14,"KYANTALE"
"LUVUNVU", 6,"KASAMBYA"
"LUVUNYA", 3,"KITODHA"
"LUVUNYA A", 2,"MADOWA"
"LUVUNYA B", 7,"MADOWA"
"LUWA", 6,"BUWOLYA"
"LUWAALA", 5,"LUWALA"
"LUWAAMA", 9,"KALEERE/MALEMBA"
"LUWAAMA A", 5,"KATOVU"
"LUWAAMA B", 7,"KATOVU"
"LUWAFU-KIZUNGU", 5,"LUWAFU"
"LUWALA SCOUL", 5,"KKONKO"
"LUWALA TEA", 6,"KKONKO"
"LUWALI", 5,"BUMAUSI"
"LUWALINGA", 6,"WEST LAND WARD"
"LUWALOGUR", 6,"LUMULE"
"LUWAMBI", 6,"BUFUTSA"
"LUWAMI", 1,"LUGUNGUDE"
"LUWANGA", 6,"NABUTONGWA"
"LUWANGA A", 8,"LWABAKOOBA"
"LUWANGA B", 12,"NANYWA"
"LUWANGA CENTRAL", 13,"NANYWA"
"LUWANGALA/JUMBI", 6,"GOLOLA"
"LUWANGO", 3,"GIDUNO"
"LUWANO", 4,"BUKONDO"
"LUWANULA", 5,"MAYUGE"
"LUWAWU", 6,"LUWAWU"
"LUWAWULO", 5,"KIKUNGWE"
"LUWAYO", 5,"LUWAYO"
"LUWELELE", 18,"BUSANO"
"LUWELI", 6,"BUIRIMBI"
"LUWEMBE", 4,"NKOMA"
"LUWEREKERA", 5,"BUYAGA"
"LUWERERE 'A'", 4,"DOHWE"
"LUWERERE 'B'", 5,"DOHWE"
"LUWERO", 3,"IGGWE"
"LUWERO INDUSTRIES", 4,"WAJJALA"
"LUWINGA", 13,"GUREPI"
"LUWOBE", 3,"BUMASATA"
"LUWOBE A", 2,"BUWANABISI WARD"
"LUWOKO", 5,"LUWOKO"
"LUWOMBO", 6,"KITAZI"
"LUWONGOLE", 8,"KATOVU"
"LUWONVU A", 9,"SSEKANYONYI"
"LUWONVU B", 10,"SSEKANYONYI"
"LUWOOBE", 8,"BUMIRISA"
"LUWOOKO A", 2,"LUWOKO"
"LUWOOKO B", 3,"LUWOKO"
"LUWOOKO CENTRAL", 4,"LUWOKO"
"LUWUBE", 8,"BUYUKI"
"LUWULE", 6,"NAMAYIBA"
"LUWUM STREET", 5,"NAKASERO IV"
"LUWUNGA", 6,"NALUWONDWA"
"LUWUNGA 'A'", 3,"KIRULUMBA WARD"
"LUWUNGA 'B'", 4,"KIRULUMBA WARD"
"LUWUNGA CENTRAL", 3,"LUWUNGA"
"LUWUNGA NTEETE", 4,"LUWUNGA"
"LUWUNGA/BUFUMYA", 5,"WAMIRONGO"
"LUWUNGA/BUGWANYA", 3,"LUWUNGA"
"LUWUNGULU", 9,"LULAMBA"
"LUWUTA", 7,"MAYIRINYA"
"LUWUUNA", 4,"LUWUUNA"
"LUYAM", 2,"LABYEI WARD"
"LUYANZI II", 9,"KITEZA"
"LUYANZI/TOOWA", 10,"KITEZA"
"LUYEKHE", 5,"BUSHIKORI"
"LUYEMBE", 13,"KITOORO WARD"
"LUYI", 6,"ROGA"
"LUYIMA", 6,"KATIKAMU WARD"
"LUYIRA", 2,"MAGADA"
"LUYIRI", 3,"BUMASOBO"
"LUYIYI KATE", 10,"MAKONDO"
"LUYIYI POLOTAZ", 11,"MAKONDO"
"LUYOBYO", 9,"KIYANDA"
"LUYONZA", 4,"MAKOOLE"
"LUZI", 24,"BUGIMWERA"
"LUZIGE", 4,"KISENYI III"
"LUZINGA", 4,"BUYINJA"
"LUZINGA CENTRAL", 12,"LUZINGA"
"LUZINGA PARK", 4,"NAWANYAGO"
"LUZIRA", 8,"BUGONZI"
"LUZIRA CENTRAL", 12,"KITENY"
"LUZIRA EAST", 10,"PARUMU"
"LUZIRA LWALA", 5,"KITENY"
"LUZIRA WEST", 12,"PARUMU"
"LUZZI", 4,"WOBULENZI CENTRAL WARD"
"LWABA", 2,"NDIFAKULYA"
"LWABAANA", 10,"NSOGA"
"LWABAGA", 6,"BUNYIRO"
"LWABAGABO", 5,"LWABAGABO"
"LWABAKOOBA", 10,"LWABAKOOBA"
"LWABALA", 13,"NYAKITOKOLI"
"LWABALANGA", 8,"NABITAKULI"
"LWABALE", 7,"BUNGATI"
"LWABALEGA", 4,"MULABANA"
"LWABASWA", 6,"BUNYAMA"
"LWABAYAGA A", 8,"KIFAMPA"
"LWABAYAGA B", 9,"KIFAMPA"
"LWABAYAGA C", 10,"KIFAMPA"
"LWABAYAGA D", 11,"KIFAMPA"
"LWABAZA", 6,"LWABAZA"
"LWABBANDA", 11,"DDWANIRO"
"LWABIJOGO", 8,"KASAMBYA"
"LWABIKERE", 11,"KALAGALA"
"LWABITOKE", 7,"MASESE"
"LWABOBA", 8,"BUWALASI"
"LWABOBA LOWER", 5,"LWABOBA"
"LWABOBA T.C", 29,"LWABOBA"
"LWABOBA UPPER", 1,"LWABOBA"
"LWABOBO", 3,"BUNAMBUTYE"
"LWABOBO EAST", 4,"BUNAMBUTYE"
"LWABUGUMA A", 7,"KABAALE"
"LWABUGUMA B", 8,"KABAALE"
"LWABUSANA", 5,"NSOZINGA"
"LWABUSANO", 14,"BWIKHONJE"
"LWABUSISI", 7,"BUGABIRA"
"LWABUSO", 18,"BUDWALE"
"LWADDA A", 5,"MATUGGA"
"LWADDA B", 6,"MATUGGA"
"LWADEBE", 18,"BUMAGIRA"
"LWAGGA", 4,"LWAGGWA/KIBAANGA"
"LWAGGULWE", 8,"KIKENENE"
"LWAGGULWE A", 8,"BUGERE"
"LWAGGULWE B", 9,"BUGERE"
"LWAGGULWE C", 10,"BUGERE"
"LWAJJA/KINAKUKKA", 4,"BUKEMBA"
"LWAJJA/KITIGI", 1,"KASOZI"
"LWAJJA/KITUNTU", 2,"KASOZI"
"LWAKABUTU", 3,"KITEREDDE"
"LWAKAGALA", 5,"KIBONA WARD"
"LWAKAKA", 4,"SOUTH CENTRAL"
"LWAKALOOLO", 7,"LWAKALOLO"
"LWAKHA", 20,"BUNANIMI"
"LWAKHAKHA B", 10,"LWAKHAKHA WARD"
"LWAKI", 2,"LWAKI"
"LWAKIBIRA", 11,"KIGEZI"
"LWAKIYENGO", 3,"KAKIRI"
"LWAKOKO", 2,"BUWASUNGUYI"
"LWAKONGE", 2,"LWAKONGE"
"LWAKYESHA", 7,"BULUZWALA"
"LWALA", 11,"AJOK"
"LWALA - POBONA B", 1,"NYAMALOGO"
"LWALA A", 2,"MUNDINDI"
"LWALA B", 15,"LWALA"
"LWALA C", 12,"PAIULA"
"LWALA CENTRAL", 5,"OTUMPILI"
"LWALA EAST", 17,"OLUNG"
"LWALA KWAR", 1,"LACOR"
"LWALA SOUTH", 7,"OLUNG"
"LWALA-POBONA A", 2,"NYAMALOGO"
"LWALERA", 6,"BUBIRABI"
"LWALO", 6,"PUMIT"
"LWALO NORTH", 5,"PAKIA"
"LWALO SOUTH", 6,"PAKIA"
"LWALO WEST", 23,"PAKIA"
"LWAMADIBA", 11,"KALWANGA"
"LWAMADONGO", 6,"BULAMULA"
"LWAMAGAALI", 6,"KIKOMA"
"LWAMAGABI", 8,"KYABIGONDO"
"LWAMAGABO", 2,"LWABAZA"
"LWAMAGAGGA", 7,"KIGALAMA"
"LWAMAGEMBE", 6,"KIGALAMA"
"LWAMAGGWA", 6,"KIWEEKA"
"LWAMALENGE", 6,"MITIGYERA"
"LWAMALONGO", 3,"LWABAZA"
"LWAMANYONYI", 11,"BUGOMOLA"
"LWAMASAKA", 6,"BUKESA"
"LWAMASANGA", 6,"KYAKATEBE"
"LWAMATA CENTRAL", 6,"LWAMATA"
"LWAMATENGO", 3,"LWEMIBU"
"LWAMAWUNGU", 9,"KYEWANULA"
"LWAMAYA", 15,"KALAGALA"
"LWAMAYIBA", 8,"BUFUMIRA"
"LWAMAYONGO", 9,"KALAGALA"
"LWAMAZZI", 8,"NABINGOLA"
"LWAMBA", 5,"LWAMBA"
"LWAMBALE", 19,"BUWASUNGUYI"
"LWAMBOGA", 4,"BUNGHANGA"
"LWAMBOGO", 6,"BUWABUZI"
"LWAMBOKO", 2,"BUKIBOKOLO"
"LWAMIKOMA/LWAMANYA", 6,"KAGENDA"
"LWAMIRINDO", 4,"SSINDE"
"LWAMPANGA", 3,"LWAMPANGA"
"LWAMUJENYI", 4,"KITEREDDE"
"LWAMUNYU", 3,"MASITA"
"LWAMWANI", 8,"TSAKHANA TOWN BOARD"
"LWAMWENDE A", 7,"NAKAGONGO"
"LWAMWENDE B", 8,"NAKAGONGO"
"LWANABATYA", 3,"BUWANGA"
"LWANAMBOGA", 10,"BYAKABANDA"
"LWANDA", 3,"NAMULESA"
"LWANDA A", 16,"MABONO"
"LWANDA B", 15,"MABONO"
"LWANDA C", 19,"BULEGENI WARD"
"LWANDA TOWN A", 11,"KIYOVU"
"LWANDA TOWN B", 14,"KIYOVU"
"LWANDALI", 13,"BUNAZAMI"
"LWANDERA", 8,"BUKIKALI"
"LWANDUBI", 20,"BUMUSOMI"
"LWANGA", 6,"KIBUYE II"
"LWANGA/KABUTEMU", 3,"LWANGA WARD"
"LWANGAMUTO", 5,"LWOMOLO"
"LWANGANZI-KABUTEMBA", 1,"MPUNGE"
"LWANGASA", 9,"BUNATSOMA"
"LWANGIIRE", 13,"KALONGA"
"LWANGIRI", 11,"KAGOGO"
"LWANGIRI A", 11,"NAKATEETE"
"LWANGIRI B", 12,"NAKATEETE"
"LWANGO", 8,"GIBUZALE"
"LWANGOLI", 8,"BUNANIMI"
"LWANGOLI A", 2,"BUNANIMI"
"LWANGOLI LOWER", 7,"BUNANIMI"
"LWANGOLI UPPER", 4,"BUNANIMI"
"LWANGOSIA", 5,"NAMAKOKO"
"LWANGOSIA EAST", 3,"LWANGOSIA"
"LWANGOSIA WEST", 4,"LWANGOSIA"
"LWANGOSYA", 8,"BUTANGASI"
"LWANGOYE", 6,"BUMUKONYA"
"LWANGOYE T.C", 2,"BUMUKONYA"
"LWANIHA", 10,"MASABA"
"LWANIKA", 4,"BUTIMBWA"
"LWANIKA A", 9,"LWANIKA"
"LWANIKA B", 15,"LWANIKA"
"LWANIKA CENTRAL", 2,"LWANIKA"
"LWANIKA NORTH", 3,"LWANIKA"
"LWANIKA SOUTH", 4,"LWANIKA"
"LWANIKO", 9,"GOMBE"
"LWANJALE", 5,"NTUUTI WARD"
"LWANJUKI", 10,"KYAMBOGO"
"LWANJUSI", 3,"LWANJUSI"
"LWANKONGE", 9,"KALAGALA"
"LWANKONI 'A'", 1,"LWANKONI"
"LWANKONI 'B'", 2,"LWANKONI"
"LWANKONI 'C'", 3,"LWANKONI"
"LWANKUBA", 14,"BUKANGO"
"LWANNUME A", 12,"KIGASA"
"LWANNUME B", 13,"KIGASA"
"LWANSAMA", 11,"LWANSAMA"
"LWANSUSU", 7,"KYAMUYIMBWA"
"LWANSWERA", 8,"BULAWULA"
"LWANTALE KKOKOOWE", 12,"NAMIRINGA (LWANTALE)"
"LWANUNDA", 8,"KAMWOZI"
"LWANYAMA", 7,"BULUNGO"
"LWANYAMA T.C", 6,"LWANYAMA"
"LWANYI", 6,"KITENGEESA"
"LWANYONYI", 3,"NAMUBIRU"
"LWASHEBA LOWER", 13,"NAGUDI"
"LWASHEBA UPPER", 3,"NAGUDI"
"LWASINZI", 11,"BUKIKOSO"
"LWASOHE", 10,"BUNAMAHE"
"LWASUBUUBI", 4,"BUMUSIRI"
"LWATALI", 33,"BUMWAMBU"
"LWATAMA", 4,"LWATAMA"
"LWATIMBA", 3,"MATAGI"
"LWATUBI", 4,"BUBIRABI"
"LWAWEBA", 7,"DDEGEYA"
"LWAWEEBA", 7,"KAGENDA"
"LWAWONA", 8,"NAMIRYANGO"
"LWAWUNA", 10,"KYAMULINGA"
"LWAYEBERE", 15,"KITO"
"LWAZI", 4,"BUBEKE"
"LWEBAAGA", 5,"KANYOGOGA"
"LWEBAGIRA", 4,"KIJEJJA"
"LWEBAJJO", 12,"BUKANDULA"
"LWEBICUNCU", 5,"MUSUBIRO"
"LWEBIDDALI A", 6,"KIGEYE"
"LWEBIDDALI B", 7,"KIGEYE"
"LWEBIDDALI C", 8,"KIGEYE"
"LWEBIDDALI D", 9,"KIGEYE"
"LWEBIGAJI", 6,"BUSAALE"
"LWEBIHIMBA", 4,"KAKIRI"
"LWEBIJUMBULA", 8,"LWEBISIRIZA WARD"
"LWEBIRIBA", 5,"KAKIRI"
"LWEBISIRIZA", 5,"LWEBISIRIZA WARD"
"LWEBISUNSA", 21,"NDAGWE"
"LWEBITAKULI", 6,"LWEBITAKULI"
"LWEBITAKULI T.C", 7,"LWEBITAKULI"
"LWEBIWOKO", 9,"NKUNYU"
"LWEBUSIISI A", 10,"KIGEYE"
"LWEBUSIISI B", 11,"KIGEYE"
"LWEBUSISI", 9,"LUGUSULU"
"LWEERA", 7,"LWEMIBU"
"LWEEYO", 6,"NAMUTAMBA"
"LWEKISHUGI", 16,"KALAGALA"
"LWEMAMBA", 4,"KIBALINGA B"
"LWEMBOGO", 9,"MALONGO"
"LWEMBOGO A", 10,"KASAMBYA"
"LWEMBOGO B", 11,"KASAMBYA"
"LWEMBWERA", 7,"KAKOMA"
"LWEMBWERA II", 10,"KAKOMA"
"LWEMIBU A", 4,"LWEMIBU"
"LWEMIBU B", 5,"LWEMIBU"
"LWEMIGO", 8,"KABYUMA"
"LWEMIKOMA", 8,"BUYIISA"
"LWEMIRAMA", 7,"NTUUSI"
"LWEMIRIITI", 6,"GAYAAZA"
"LWEMIRITI", 9,"KYABAYIMA"
"LWEMIRONDO", 6,"MUSUBIRO"
"LWEMISEGE", 5,"KIFAMBA"
"LWEMISIBYA", 7,"LWENTALE"
"LWEMITONGOLE", 10,"KAWAWA"
"LWEMIVUBO", 9,"NABINGOLA"
"LWEMIWAFU", 15,"KIRAGGA"
"LWEMIWULU", 4,"KAWUNGULI"
"LWEMIYAGA", 10,"MALONGO"
"LWEMIYAGA A", 15,"KATOVU"
"LWEMIYAGA B", 16,"KATOVU"
"LWEMPAMA", 14,"KYAWAGONYA"
"LWEMPANDE", 19,"KYAKASA"
"LWEMPAZI", 11,"KATUULO"
"LWEMPWANYI A", 12,"KIGEYE"
"LWEMPWANYI B", 13,"KIGEYE"
"LWEMWEDDE", 1,"LWEMWEDDE"
"LWENANGA", 4,"LYAKISANA"
"LWENDAGI", 9,"NABITAKULI"
"LWENDAULA A", 9,"LWAKALOLO"
"LWENDAULA B", 10,"LWAKALOLO"
"LWENDAYI", 13,"KAWANDA"
"LWENDEZI", 17,"KATOVU"
"LWENDUULU", 14,"BUTALAGA"
"LWENGABI", 15,"KIHURUMBA"
"LWENGAJU", 6,"LWENSANKALA"
"LWENGENYI", 11,"MALONGO"
"LWENGO", 12,"BUGOMOLA"
"LWENGO TRADING CENTRE", 7,"LWENGO WARD"
"LWENGONDO", 14,"NANYWA"
"LWENGWE", 7,"KIGENYA"
"LWENJIRI", 9,"BUTEMBA WARD"
"LWENJUKI", 1,"KIROLERO"
"LWENJUNJU", 5,"GAYAZA"
"LWENKAKALA", 10,"NAKYENYI"
"LWENKALABO", 1,"KAWAWA"
"LWENKALALA", 12,"MPUMUDDE"
"LWENKIBIBI", 5,"KYAKABUGA"
"LWENKOLOGO", 8,"KAYONZA"
"LWENKOMA", 17,"KALAGALA"
"LWENKONGE", 6,"KATANABIRWA WARD"
"LWENKOOKO", 5,"KABUBBU"
"LWENKUBA", 6,"KABIGI"
"LWENONGO", 12,"LWEGULA"
"LWENSAALI", 11,"KABATEMA"
"LWENSAMA", 13,"MUYINAYINA"
"LWENSAMBYA", 9,"KALAGALA"
"LWENSAMBYA 'A'", 12,"KATUULO"
"LWENSAMBYA 'B", 13,"KATUULO"
"LWENSANKALA", 7,"LWENSANKALA"
"LWENSEKE", 8,"LWENSANKALA"
"LWENSINGA", 11,"NAKYENYI"
"LWENSOLO", 15,"NANYWA"
"LWENSOLOLO", 2,"LUTUNKU"
"LWENSU", 16,"MABINDO"
"LWENTALE", 5,"LWENTALE WARD"
"LWENTALE A", 12,"MALONGO"
"LWENTALE C", 13,"MALONGO"
"LWENTALE NORTH", 14,"MALONGO"
"LWENTENGA", 3,"LWAKONGE"
"LWENTULEGE", 9,"KIMULI"
"LWENTULEGE T/C", 8,"KIMULI"
"LWENYANA", 8,"MITIMA"
"LWENYANGE", 11,"KAWAWA"
"LWENZIGA", 7,"MUSUBIRO"
"LWENZO", 9,"KISOJJO"
"LWERA", 18,"LYAKIBIRIIZI"
"LWERERA", 2,"MAGOGO"
"LWERO", 9,"AYIRA"
"LWERU 'A'", 5,"LWERU WARD"
"LWERU 'B'", 6,"LWERU WARD"
"LWERU 'C'", 7,"LWERU WARD"
"LWESUBO", 6,"BUWAMBO"
"LWETAMO", 15,"KYAWAGONYA"
"LWETEEGA", 10,"BUGOYE"
"LWETTAMU", 6,"WABUSANA"
"LWETUNGA", 7,"NALUVULE"
"LWEVOLA/NAWAMPITI", 6,"KIGINGI"
"LWEZA", 10,"NAMUMIRA/ANTHONY WARD"
"LWEZA A", 4,"MUTUNGO"
"LWEZA B", 5,"MUTUNGO"
"LWEZO", 5,"KASOZI"
"LWINO", 5,"NALINAIBI"
"LWITAMAKOLI", 5,"BUTAMIRA"
"LWOBA", 4,"KACHEKERE"
"LWOBUSITO", 10,"KABAALE"
"LWOBWANA", 6,"KIBALINGA B"
"LWOGERO", 8,"NABUMBUGU"
"LWOGI", 5,"KABAKEDDI"
"LWOMOLO", 6,"LWOMOLO"
"LWONGON", 12,"SOSHO"
"LWORE", 4,"BUGANA"
"LWORO PE", 12,"ANYANGA B"
"LWOYO 'A'", 8,"KIBUUKA"
"LWOYO 'B'", 9,"KIBUUKA"
"LYABAANA", 6,"BUWAGGA"
"LYABALUME", 6,"LWAJJE"
"LYABUGUMA", 7,"BETHELEHEM"
"LYADA", 6,"NAWAMPITI"
"LYADDA", 2,"NABUNYERE"
"LYAKAJURA", 6,"LYAKAJURA"
"LYAKASOLOLA", 8,"KATOVU"
"LYAKATAMA", 7,"MALERE"
"LYAKIBIRIIZI", 13,"LYAKIBIRIIZI"
"LYAKIREMA I", 5,"LYAKIREMA"
"LYAKIREMA II", 6,"LYAKIREMA"
"LYAKISANA", 5,"LYAKISANA"
"LYAMA", 4,"LYAMA"
"LYAMABWA", 7,"LYAMABWA"
"LYAMAINA", 3,"TOOMA BUTTA"
"LYAMAKOMA", 15,"IRINGA"
"LYAMBAGA", 6,"BUKUMBALE"
"LYAMBALAYI", 4,"BUKOKHO"
"LYAMBOKO A", 17,"SIMU"
"LYAMBOKO B", 5,"SIMU"
"LYAMUGONERA", 11,"RWENKUBA"
"LYAMUGUMBA", 11,"ENJERU"
"LYAMUGYENYI", 10,"BISOZI"
"LYAMUJUNGU", 19,"NYAKASHARARA"
"LYAMULYAMU", 12,"NOMBE"
"LYAMUSOLA", 10,"BUKIYI"
"LYAMUTUNDWE", 2,"KITALA"
"LYANDA", 9,"BUSWAKA"
"LYANGA", 12,"ANGAR"
"LYANGOMA", 16,"KAKOMA"
"LYANJALA", 4,"BUMALENGE"
"LYANTONDE", 29,"KYAMUKOKA"
"LYANYOGOLI", 4,"KIBUYE"
"LYARUBUNGO", 20,"NYAKASHARARA"
"LYARUHINDA", 6,"NKAAKWA"
"LYARUTEKAMA", 21,"NYAKASHARARA"
"LYASAMU", 13,"BUKIGALABO"
"LYASUKU", 11,"BUKIYI"
"LYATO", 8,"NYAKABINGO"
"LYEC-JURU", 8,"OGAGO"
"LYEL - OJUKA", 7,"AKWANGKEL"
"LYELO KWAR", 9,"PANYUM PELA"
"LYELODERO", 13,"BARDAGO"
"LYEMBAIRE", 12,"KABAHANGO"
"LYEMUBUZA", 4,"KAHENDERO"
"LYENFUKA", 10,"KIBUYE"
"LYENGOMA I", 3,"NYAKASURA"
"LYENGOMA II", 4,"NYAKASURA"
"LYENGUMBA", 7,"KIYOMBYA"
"MAA OLWONGA", 15,"WANGTIT"
"MAAGO", 2,"BUNAKIRIMA"
"MAAHANGA", 9,"NABUMALI"
"MAAJI CENTRAL", 1,"MAAJI"
"MAAJU", 13,"NYAKIZINGA"
"MAAKA", 12,"BUMUTSOPA"
"MAAKO", 10,"BUMASIKYE"
"MAALA", 4,"BUTSEBENI"
"MAALO", 10,"MAALO"
"MAANGA", 10,"SHAMUKUNGA"
"MAANYALWA", 2,"PERECI"
"MAANYI", 10,"KIVUVVU"
"MAASA", 12,"KINUNDA"
"MAAWA", 5,"LUBIRA"
"MAAYA", 10,"LUBIMBIRI"
"MAAYA A", 7,"IGWANJURA"
"MAAYA B", 9,"IGWANJURA"
"MAAYA C", 10,"IGWANJURA"
"MABAALE", 4,"KIWOGOZI WARD"
"MABAALE A", 12,"NYAKARONGO"
"MABAALE B", 13,"NYAKARONGO"
"MABAALE I", 25,"KIHONDO"
"MABAALE II", 26,"KIHONDO"
"MABAALE SOUTH", 27,"KIRANZI"
"MABAALE T.C EAST", 28,"KIRANZI"
"MABAALE T.C NORTH", 29,"KIRANZI"
"MABAALE T.C WEST", 8,"KIRANZI"
"MABAALE/KIFUFU", 8,"KYANIKA"
"MABAALE/KYAWAAKO", 5,"KASENYI"
"MABAARE", 9,"RUHARO WARD"
"MABAARE I", 7,"MABARE"
"MABAARE II", 8,"MABARE"
"MABALE", 13,"KIRINDI"
"MABALE A", 5,"MABALE"
"MABALE B", 2,"MABALE"
"MABALE BUSOLWE", 4,"NAWASU WARD"
"MABALE FACTORY", 9,"KYABARANGA"
"MABALE I", 7,"MABALE"
"MABALE II", 8,"KIDUNDUMA"
"MABALE/MUGUSU", 10,"KYABARANGA"
"MABANDA", 2,"KASANA P.W.D WARD"
"MABANGA", 15,"KAJUNJU"
"MABANGA A", 7,"RUKONDO"
"MABANGA B", 1,"RUKONDO"
"MABAYA", 3,"BUBOOLO"
"MABEMBE", 12,"MAKUTANO"
"MABENDE", 13,"BUJWANGA"
"MABERE I", 7,"MABERE"
"MABERE II", 8,"MABERE"
"MABERENGA A", 9,"KISUURA"
"MABERENGA B", 10,"KISUURA"
"MABERENGA C", 11,"KISUURA"
"MABIBI", 1,"KALANGAALO"
"MABIINA", 4,"BUWESONGA"
"MABINA", 12,"BUSEKERE"
"MABINDA", 13,"BUNAMBUTYE"
"MABINDI", 7,"KACENCE"
"MABINDO", 9,"BUKUYA"
"MABINDO A", 17,"MABINDO"
"MABINDO B", 18,"MABINDO"
"MABIRA", 3,"NAMAGERA"
"MABIRA A", 12,"KITAIHUKA"
"MABIRA B", 1,"KITAIHUKA"
"MABIRIZI", 3,"MALEKA"
"MABIYA", 2,"NATABA"
"MABOGA", 5,"KAGULUBE"
"MABOKO", 10,"BUSEDANI"
"MABOLELO", 6,"BUNGATI"
"MABOLO", 15,"BUNAGAMI"
"MABOMBWE", 4,"KALIITI"
"MABONA", 5,"MABONA"
"MABONDYE A", 14,"MBIGI I"
"MABONDYE B", 5,"MBIGI I"
"MABONO", 8,"BUJONGOBE"
"MABONWA", 7,"KIBIRA"
"MABOOLO", 15,"JEWA"
"MABOWA", 5,"KASAALI"
"MABUGA", 15,"KIKUMIRO"
"MABUKA", 5,"BUGANA"
"MABUKO", 5,"BUSAMALI"
"MABUKU", 4,"BUBUNGI"
"MABUNGO", 4,"NTARABANA"
"MABUNU", 5,"KIBIRIZI"
"MABUNWE A", 4,"NABIGASA"
"MABUNWE B", 5,"NABIGASA"
"MABURA", 3,"MUTUMBA"
"MABUUBI", 4,"BULYAMBIDDE"
"MABUYE", 6,"MABUYE"
"MABUYE CENTRAL", 9,"MABUYE"
"MABUYE NZO", 10,"MABUYE"
"MABUYE/KABALUNGI", 4,"ZIGOTI (KYENGEZA)"
"MABUYEMERA", 3,"NYAMUKAIKURU"
"MABUYEMERO B", 9,"NYAMUKAIKURU"
"MABWE", 6,"KABATUNDA"
"MABWE TC", 15,"MITANDI"
"MABYARRA", 5,"BUGOGO"
"MAC ODWOGO", 1,"KULAKULA"
"MACHANGANYA", 2,"ARUNGA WARD"
"MACHAR EAST", 4,"MBULA"
"MACHAR WEST", 5,"MBULA"
"MACHECHE", 3,"WAMBETE"
"MACHELE", 28,"BUMULUYA"
"MACHU EAST", 3,"PAJAMA"
"MACHU WEST", 4,"PAJAMA"
"MACHULE", 3,"OROGBO"
"MACHUMU", 3,"SASIIRA"
"MACKAY", 9,"NAMIREMBE"
"MACKENZIE", 2,"KOLOLO I"
"MACURO", 11,"NYARUBUNGO II"
"MACUUCU", 4,"RUKARABO"
"MACWERE", 7,"OMUA WARD"
"MADAALI", 4,"KAZWAAMA"
"MADAKA", 5,"KABULABULA"
"MADALI", 5,"ODRAVU"
"MADAMA", 14,"GUBONGOI"
"MADAMA A", 9,"BUMUGUSHA"
"MADAMA T.C", 26,"BUSIYA"
"MADAYA", 4,"BUWOBUDEYA"
"MADDA", 4,"KIGENDA"
"MADDU A", 7,"MADDU"
"MADDU B", 8,"MADDU"
"MADDU C", 12,"MADDU"
"MADELI", 7,"ONYOMU"
"MADENGE", 12,"MADEGE"
"MADENGHO", 7,"NSANGO"
"MADENJE", 16,"GOOZI"
"MADESU", 4,"KIGULYA"
"MADESU B", 14,"KIGULYA"
"MADHIGANDERE", 3,"BULOWOOZA"
"MADHIMASU", 5,"KIWANYI"
"MADHIVANI", 2,"MAGGWA"
"MADHUA", 8,"ECEKO"
"MADI", 2,"TANGANYIKA"
"MADI LOWER", 9,"PAYERA"
"MADI OPEI", 18,"LOLWA"
"MADI UPPER", 10,"PAYERA"
"MADIBIRA", 13,"BUHASABA"
"MADIBIRA ''A''", 8,"BUYINDA"
"MADIBIRA ''B''", 9,"BUYINDA"
"MADIBIRA 'A'", 3,"SOUTH WEST WARD"
"MADIBIRA 'B'", 4,"SOUTH WEST WARD"
"MADIKINI", 11,"LIMA"
"MADINGA", 4,"BUMULUWE"
"MADINYA", 2,"BUNAGAMI-GABENDE"
"MADIRI", 29,"BUNABIGUBO"
"MADIRISA", 5,"MAKINDYE II"
"MADIYO", 6,"PODO"
"MADOCH", 1,"MADOCH"
"MADODO", 4,"JEWA"
"MADOLODOLO", 20,"MABONO"
"MADONDOLOMU", 21,"MAGALA"
"MADOWA 'A'", 3,"MADOWA"
"MADOWA 'B'", 4,"MADOWA"
"MADUDU", 9,"KABULAMULIRO"
"MADUDU CELL", 5,"PIONEER WARD"
"MADUGA", 3,"VURA"
"MADUGA NORTH", 2,"MADUGA"
"MADUGA SOUTH", 3,"MADUGA"
"MADULU", 4,"VURA"
"MADULU NORTH", 3,"ITUJI"
"MADULU SOUTH", 4,"ITUJI"
"MADUNGHA", 4,"BUSABA"
"MADURAMU", 2,"SHEKHULUSI"
"MADUWA", 2,"JEWA"
"MADUWA A", 14,"GABUGOTO"
"MADUWA B", 18,"GABUGOTO"
"MADUWA C", 10,"MAJANJI"
"MADWA 'A'", 2,"MAJANJI"
"MADWA 'B'", 3,"MAJANJI"
"MADWAYA", 21,"MABONO"
"MAFUBIRA A", 4,"MAFUBIRA"
"MAFUBIRA B", 5,"MAFUBIRA"
"MAFUBIRA C", 6,"MAFUBIRA"
"MAFUDU", 4,"MAFUDU"
"MAFUGA", 6,"BUTOBERE"
"MAFUMBE", 6,"KYERIMA"
"MAFUNVE", 9,"KISOGA"
"MAFURA", 7,"BUMWALUKANI"
"MAFURU", 6,"NAMUKHUYU"
