"name",code,"subcounty_id"
"BUSABI", 3,"BUSABI"
"BUSABULO", 43,"BUKHALU"
"BUSAGAZI", 2,"NAJJA"
"BUSAHE", 58,"BUKYABO"
"BUSAI", 8,"BUDUDA"
"BUSALAMU", 2,"BUKANGA"
"BUSAMAGA", 29,"BUWALASI"
"BUSAMAGA EAST", 10,"WANALE BOROUGH"
"BUSAMAGA WEST", 13,"WANALE BOROUGH"
"BUSAMALI", 63,"BUMASHETI"
"BUSAMBA", 15,"BUKONZO"
"BUSAMBATSA I", 15,"BUWABWALA"
"BUSAMBATSA II", 54,"BUWABWALA"
"BUSAMBATSA TOWN BOARD", 74,"BUWABWALA"
"BUSAMBE", 50,"BUMBOBI"
"BUSAMUZI", 3,"BUSAMUZI"
"BUSANDHA", 2,"BUGULUMBYA"
"BUSANGA", 2,"KOOME ISLANDS"
"BUSANO", 4,"BUSANO"
"BUSANTSA", 53,"BUTTA"
"BUSANZA", 41,"BUTIITI"
"BUSARU", 16,"BUSARU"
"BUSATE", 59,"BUKIISE"
"BUSAYIRO", 35,"KARUGUTU"
"BUSEDANI", 11,"BUYOBO"
"BUSEGA", 1,"RUBAGA DIVISION"
"BUSEKERE", 35,"TSEKULULU"
"BUSEMBATIA CENTRAL WARD", 26,"BUSEMBATIA TOWN COUNCIL"
"BUSEMBATIA MARKET WARD", 27,"BUSEMBATIA TOWN COUNCIL"
"BUSEMBI", 31,"KALANGAALO"
"BUSENGO", 4,"NYARUBUYE"
"BUSEREGENYU", 29,"KITUMBI"
"BUSERELI", 75,"BUKIABI"
"BUSESE", 18,"NKOZI"
"BUSETA", 5,"BUSETA"
"BUSEYI", 13,"NAKALAMA"
"BUSHANGI", 34,"BUKHIENDE"
"BUSHEKA", 20,"ENDINZI"
"BUSHEREGYENYI", 1,"BITEREKO"
"BUSHIENDE", 45,"BUKHALU"
"BUSHIKORI", 51,"BUNGOKHO"
"BUSHINYEKWA", 9,"BUDUDA"
"BUSHIRIBO", 13,"BUSHIRIBO"
"BUSHIUYO", 15,"WANALE"
"BUSHIYI", 17,"BUSHIYI"
"BUSHUNU", 46,"BUMASOBO"
"BUSHUNYA", 21,"NAKATSI"
"BUSHURA", 11,"KIRIMA"
"BUSHURO", 9,"KITUMBA"
"BUSHUURA", 19,"BUBARE"
"BUSHWERE", 11,"MWIZI"
"BUSIA", 15,"DABANI"
"BUSIABALA", 24,"LUNYO"
"BUSIBEMBE", 18,"BUYANGA"
"BUSIBIRA", 10,"BUTALEJA"
"BUSIIKA", 7,"KALAGALA"
"BUSIIRO", 33,"WAIBUGA"
"BUSIITA", 5,"BUHUGU"
"BUSIKHO", 17,"MASINYA"
"BUSIMAOLYA", 14,"MAGALE"
"BUSIME", 8,"BUSIME"
"BUSINGE", 12,"KAMWENGE"
"BUSINGIRO", 15,"BIISO"
"BUSIRABO", 43,"KAGADI"
"BUSIRIBA", 6,"BUSIRIBA"
"BUSIRIWA", 26,"BUSHIYI"
"BUSITEMA", 5,"BUSITEMA"
"BUSIU", 60,"BUKIISE"
"BUSIYA", 16,"BULAGO"
"BUSOBA", 30,"BUSOBA"
"BUSOGA", 15,"KYAMULIBWA"
"BUSOKE", 8,"KALAGALA"
"BUSOLWE CENTRAL WARD", 47,"BUSOLWE TOWN COUNCIL"
"BUSOLWE WARD", 8,"BUSOLWE TOWN COUNCIL"
"BUSORO", 4,"BUSORO"
"BUSORU", 17,"KISUBBA"
"BUSOTA", 10,"KITAYUNJWA"
"BUSOWA", 5,"BUWUNGA"
"BUSOWA TOWN BOARD", 35,"BUWUNGA"
"BUSOWOOBI", 17,"NAKIGO"
"BUSSI/KISABA", 2,"BUSSI"
"BUSUBI", 6,"KISEKKA"
"BUSUBIZI", 27,"BUSIMBI"
"BUSUJJA WARD", 35,"KAKIRI TOWN COUNCIL"
"BUSUKUMA", 12,"KYAMBOGO/BUSUKUMA"
"BUSULWA", 36,"TSEKULULU"
"BUSUNGA", 4,"BUBANDI"
"BUSUNJU TOWN BOARD", 16,"SSEKANYONYI"
"BUSUYI", 1,"WAIRASA"
"BUSWAKA", 44,"KYATEREKERA"
"BUSWALE", 2,"BUSWALE"
"BUSWALIKHA", 86,"BUSHIRIBO"
"BUTABIKA", 5,"NAKAWA DIVISION"
"BUTALAGA", 2,"BIGASA"
"BUTALANGU WARD", 52,"NAKASEKE BUTALANGU TOWN COUNCIL"
"BUTALE", 15,"KABONERA"
"BUTALEJA WARD", 11,"BUTALEJA TOWN COUNCIL"
"BUTAMA", 12,"NDUGUTU"
"BUTAMIRA", 18,"BUYENGO"
"BUTANDA", 21,"BUTANDA"
"BUTANDIGA", 2,"BUTANDIGA"
"BUTANGALA", 12,"BUSAKIRA"
"BUTANGASI", 14,"MASABA"
"BUTANSI", 6,"BUTANSI"
"BUTARA", 29,"BUGAAKI"
"BUTARE", 14,"MUKO"
"BUTARE WARD", 5,"MUHANGA TOWN COUNCIL"
"BUTASWA", 2,"BUGAYA"
"BUTAWUKA", 7,"BULO"
"BUTAYUNJA", 11,"KIBINGE"
"BUTEBA", 8,"BUTEBA"
"BUTEBE", 14,"KARAMBI"
"BUTEBO", 1,"BUTEBO"
"BUTEGE", 14,"NAMUGONGO"
"BUTEGO", 1,"KATWE/BUTEGO"
"BUTEMA", 3,"BUHANIKA"
"BUTEMBA WARD", 52,"BUTEMBA TOWN COUNCIL"
"BUTEME", 24,"KISOZI"
"BUTEMULANI", 17,"BUMWONI"
"BUTEMULANI WARD", 43,"LWAKHAKHA TOWN COUNCIL"
"BUTENDE", 10,"IBULANKU"
"BUTETEYA", 6,"BUMBO"
"BUTIIRU", 76,"BUKHABUSI"
"BUTIITI", 29,"LWANDA"
"BUTIMBWA", 34,"WAIBUGA"
"BUTININDI", 4,"KAWOLO"
"BUTIRU TOWN BOARD", 54,"BUTIRU"
"BUTITI", 3,"KABULASOKE"
"BUTOBERE", 1,"KABALE CENTRAL"
"BUTOHA", 14,"MAGAMBO"
"BUTOLYA", 22,"NGAMBA"
"BUTOOLE", 20,"KYANGWALI"
"BUTOOLO", 1,"KAMMENGO"
"BUTOTE", 26,"MASINYA"
"BUTOTO", 19,"WESWA"
"BUTSEBENI", 26,"MAGALE"
"BUTSEMA", 55,"NALONDO"
"BUTTA", 56,"BUTTA"
"BUTTA WARD", 48,"MUYEMBE TOWN COUNCIL"
"BUTTE", 2,"BAITAMBOGWE"
"BUTTINGU", 77,"TSEKULULU"
"BUTUBIRI WARD", 51,"BUTUNDUZI TOWN COUNCIL"
"BUTULUME", 8,"MAZINGA"
"BUTUNDUZI WARD", 26,"BUTUNDUZI TOWN COUNCIL"
"BUTUNGAMA", 5,"BUTUNGAMA"
"BUTUUTI", 3,"KASAMBYA"
"BUTYABULE", 10,"NABUKALU"
"BUVUMA", 21,"NYIMBWA"
"BUVUNYA", 17,"NAJJEMBE"
"BUWABUZI", 19,"BUYENGO"
"BUWABWALA", 49,"BWIKHONGE"
"BUWAGA", 4,"BULANGE"
"BUWAGGA", 8,"BUGAYA"
"BUWAGI (KAKYOMYA)", 1,"BUDONDO"
"BUWAGIYU", 3,"NALWANZA"
"BUWAGOGO", 10,"BUWAGOGO"
"BUWAISWA", 1,"BUWAAYA"
"BUWAKHATA", 65,"BUKIBOKOLO"
"BUWAKOOLI", 101,"NABBONGO"
"BUWAKORO", 57,"BUGOBERO"
"BUWALASI", 35,"BUSIU"
"BUWALI", 90,"BUWALI"
"BUWALIRA", 6,"IVUKULA"
"BUWAMBINGWA", 56,"NAMBOKO"
"BUWAMBO", 1,"GOMBE"
"BUWAMBWA", 57,"BUBUTU"
"BUWANA", 45,"KINYOGOGA"
"BUWANABISI WARD", 41,"BUDUDA TOWN COUNCIL"
"BUWANAGADI", 34,"BUDWALE"
"BUWANDYAMBI", 58,"BUPOTO"
"BUWANGA", 5,"KYAMUSWA"
"BUWANGA WARD", 15,"BUVUMA TOWN COUNCIL"
"BUWANGANI", 20,"KAATO"
"BUWANGANI TOWN BOARD", 58,"KAATO"
"BUWANGOLO", 35,"LWASSO"
"BUWANUKA", 1,"KAKIRI"
"BUWANUME", 12,"NABWIGULU"
"BUWANYANGA", 50,"BUKHALU"
"BUWASHI", 47,"BUWALI"
"BUWASIBA", 59,"NAMBOKO"
"BUWASU", 60,"BUWABWALA"
"BUWASUNGUYI", 9,"NAMABYA"
"BUWASYEBA", 30,"SIBANGA"
"BUWATUWA", 79,"BUKHABUSI"
"BUWAYA", 25,"BUKUSU"
"BUWEBELE", 51,"BUNAMBUTYE"
"BUWEBOYA", 38,"BUWAGOGO"
"BUWEERA", 12,"BUWENGE"
"BUWEKANDA", 52,"BWIKHONGE"
"BUWEKULA", 11,"MAFUBIRA"
"BUWEMBE", 2,"BUYANGA"
"BUWENDA TC", 12,"MAFUBIRA"
"BUWERE", 40,"BUPOTO"
"BUWERI", 50,"BUYOBO"
"BUWESA", 4,"BUSABI"
"BUWESONGA", 72,"WESWA"
"BUWESWA", 11,"WESWA"
"BUWETYE", 61,"BUGITIMWA"
"BUWIHULA", 45,"BUSABA"
"BUWOBUDEYA", 62,"BUKYABO"
"BUWOKADALA", 53,"BUMASOBO"
"BUWOLOGOMA", 3,"BUKANGA"
"BUWOLYA", 27,"BUDHAYA"
"BUWONGO", 31,"NSINZE"
"BUWOOLA", 11,"NAJJEMBE"
"BUWOOYA", 3,"BUYANGA"
"BUWOYA", 25,"BUGULUMBYA"
"BUWUMA WARD", 44,"LWAKHAKHA TOWN COUNCIL"
"BUWUMBA", 31,"DABANI"
"BUWUNDU", 7,"BUMBO"
"BUWUNGA", 15,"BUWUNGA"
"BUWUNI", 1,"BULESA"
"BUWUNI TOWN BOARD", 38,"BULESA"
"BUYAGA", 6,"KYANAMUKAKA"
"BUYAGA CENTRAL", 54,"BUKHALU"
"BUYAGA TOWN BOARD", 24,"BUKHALU"
"BUYAGHA", 11,"KYONDO"
"BUYAKA", 5,"BUSANO"
"BUYALA", 11,"IWEMBA"
"BUYAMBA", 9,"DDWANIRO"
"BUYANJA", 17,"KYEIZOBA"
"BUYANJA TOWN", 35,"BUYANJA"
"BUYAYA", 34,"NALUSALA"
"BUYE", 1,"BUGAYA"
"BUYEMBA", 7,"BUKATUBE"
"BUYENDE WARD", 9,"BUYENDE TOWN COUNCIL"
"BUYENGO", 32,"DABANI"
"BUYERE", 16,"MPUNGWE"
"BUYIISA", 23,"KIRUMBA"
"BUYIJJA", 6,"BUWAMA"
"BUYINDA", 20,"NAMWIWA"
"BUYINJA", 7,"KYANAMUKAKA"
"BUYIRIMA WARD", 28,"BUSEMBATIA TOWN COUNCIL"
"BUYOBE", 13,"KAYUNGA"
"BUYOOLA", 51,"BUYOBO"
"BUYUGU", 22,"BUKABOOLI"
"BUYUKI", 23,"KATIKAMU"
"BUYUNDA", 20,"BUYANGA"
"BUYUNGA WARD", 35,"KALIRO TOWN COUNCIL"
"BUZALANGIZO", 36,"BUFUMBO"
"BUZEMUNWA", 92,"MASIRA"
"BUZENGA", 13,"RYERU"
"BUZIBAZZI", 21,"BBANDA"
"BUZIBWEERA WARD", 13,"KIBOGA TOWN COUNCIL"
"BUZIGA", 1,"MAKINDYE DIVISION"
"BUZIIKA (B)", 5,"NYENGA"
"BUZINGO", 6,"KYAMUSWA"
"BUZIRANDUULU", 20,"KASAALI"
"BWAGONGA", 30,"KANONI"
"BWAHWA", 21,"NYABUHIKYE"
"BWAISE I", 1,"KAWEMPE DIVISION"
"BWAISE II", 1,"KAWEMPE DIVISION"
"BWAISE III", 2,"KAWEMPE DIVISION"
"BWAMA ISLAND", 10,"KITUMBA"
"BWAMBARA", 14,"BWAMBARA"
"BWAMIJJA", 2,"KABIRA"
"BWAMULAMIRA", 9,"KINUUKA"
"BWANALIRA", 7,"BULAMAGI"
"BWANDA", 9,"BUHUNGA"
"BWANGA", 25,"NYARUSHANJE"
"BWANIHA", 21,"BUSIME"
"BWANIKA", 17,"KICWAMBA"
"BWASANDEKU", 2,"KALUNGU"
"BWASE WARD", 40,"BUDAKA TOWN COUNCIL"
"BWAYEGAMBA", 15,"KIGARAMA"
"BWAYU", 20,"NYAMWEERU"
"BWAYUYA", 15,"NAMUGONGO"
"BWAZIBA", 8,"LUWERO"
"BWEEMA", 6,"BWEEMA"
"BWEEZA", 36,"KITURA"
"BWENDA", 9,"RUKIRI"
"BWENDERO", 3,"BUJUMBA"
"BWENGURE", 19,"KAGONGI"
"BWENZI", 42,"BUTIITI"
"BWERA", 18,"KYEIZOBA"
"BWERA WARD", 1,"MPONDWE/LHUBIRIHA TOWN COUNCIL"
"BWERAMURE", 6,"BWERAMULE"
"BWESA", 10,"LWABENGE"
"BWESUMBU", 11,"BWESUMBU"
"BWETAGIRO WARD", 53,"NAKASEKE BUTALANGU TOWN COUNCIL"
"BWEYA", 16,"SSISA"
"BWEYA(SSETA)", 10,"KALAMBA"
"BWEYEYO", 9,"LUWERO"
"BWEYOGERERE WARD", 1,"KIRA TOWN COUNCIL"
"BWEYONGEDDE", 10,"KALWANA"
"BWIGULA", 4,"BUYANGA"
"BWIIZA", 19,"NAMASAGALI"
"BWIKHONGE", 10,"BWIKHONGE"
"BWIKHONJE", 48,"BUSANO"
"BWIKYA", 14,"KIGOROBYA"
"BWIKYA WARD", 14,"MPARO DIVISION"
"BWIRI", 72,"BUMWONI"
"BWIZI", 2,"BWIZI"
"BWOBONAM", 2,"ALERO"
"BWOGA", 20,"RWENGWE"
"BWOLE WARD", 19,"BUGIRI TOWN COUNCIL"
"BWONDHA", 8,"MALONGO"
"BYAKABANDA", 1,"BYAKABANDA"
"BYANAMIRA", 1,"KASHONGI"
"BYERANYANGYE", 45,"RUGASHARI"
"BYERIMA", 24,"KIRUMBA"
"BYESHEMBE WARD", 29,"KAZO TOWN COUNCIL"
"CAMP SWAHILI WARD", 5,"NORTHERN"
"CAMPSWAHILI CHIN", 3,"SOUTH DIVISION"
"CAMPSWAHILI JUU", 4,"SOUTH DIVISION"
"CAMPSWAHILI WARD", 7,"KAABONG TOWN COUNCIL"
"CANA", 24,"PAIDHA"
"CEELE", 79,"ONGINO"
"CEKE WARD", 9,"ANAKA TOWN COUNCIL"
"CELECELEA WARD", 11,"MOYO TOWN COUNCIL"
"CENTRAL", 2,"KABALE CENTRAL"
"CENTRAL JINJA EAST", 1,"JINJA CENTRAL"
"CENTRAL JINJA WEST", 1,"JINJA CENTRAL"
"CENTRAL WARD", 29,"CENTRAL DIVISION"
"CENTRAL ZONE WARD", 19,"NEBBI TOWN COUNCIL"
"CESIA WARD", 17,"ADJUMANI TOWN COUNCIL"
"CHABILI", 56,"ROMOGI"
"CHADONGO", 56,"KACHONGA"
"CHAHAFI", 5,"MURORA"
"CHAKULIA", 40,"LUDARA"
"CHAKWARA", 13,"ETAM"
"CHALI", 22,"BUDAKA"
"CHARANGA WARD", 42,"YUMBE TOWN COUNCIL"
"CHAWO", 6,"BUSITEMA"
"CHEBALAT", 40,"GAMOGO"
"CHEBASER", 45,"CHEMA"
"CHEBEREN", 29,"BENET"
"CHEBINYINY", 30,"KAPTUM"
"CHEBOI", 42,"BUKWA"
"CHEBONET", 46,"MUNARYA"
"CHEGERE", 15,"CHEGERE"
"CHEKWANDA", 39,"SIPI"
"CHEKWASTA", 2,"CHEPKWASTA"
"CHEKWATIT", 47,"KAWOWO"
"CHEKWIR", 37,"TULEL"
"CHELEKURA", 3,"CHELEKURA"
"CHELEUKO", 42,"USUK"
"CHEMA", 16,"CHEMA"
"CHEMANGANG", 48,"CHEMA"
"CHEMINY", 18,"KAPTUM"
"CHEMONGES WARD", 49,"KAPCHORWA TOWN COUNCIL"
"CHEMOSONG", 28,"CHEMA"
"CHEMWABIT", 20,"SENENDET"
"CHEMWAISUS", 57,"KORTEK"
"CHEMWANIA", 31,"KAPRORON"
"CHEPKUSAWAR", 25,"SUAM"
"CHEPKUTO", 49,"CHEPKWASTA"
"CHEPSIKUROI WARD", 50,"KAPCHORWA TOWN COUNCIL"
"CHEPSOYKEI", 60,"RIWO"
"CHEPSUKUNYA TOWN BOARD", 32,"NGENGE"
"CHEPTARRE", 33,"NGENGE"
"CHEPTERECH", 30,"GAMOGO"
"CHEPTERIT", 51,"SIPI"
"CHEPTUYA", 9,"KAPSINDA"
"CHERUBEI", 52,"KASEREM"
"CHESIMAT", 58,"KORTEK"
"CHESOWER", 31,"CHESOWER"
"CHIABA", 31,"LOGIRI"
"CHIBUMBA", 7,"MURORA"
"CHICO WARD", 20,"KAKIRA TOWN COUNCIL"
"CHIHE", 1,"NYAKINAMA"
"CHINYI", 26,"DUFILE"
"CHODONG", 14,"KIDONGOLE"
"CHOLICHOL", 31,"LORENGECORA"
"CHURCH WARD", 14,"LWENGO TOWN COUNCIL"
"CHWAGERE", 58,"KANGAI"
"CIVIC CENTRE", 2,"KAMPALA CENTRAL DIVISION"
"CIVIC CENTRE WARD", 2,"CENTRAL DIVISION"
"CIVIC WARD", 7,"BULIISA TOWN COUNCIL"
"COKE", 21,"LAMOGI"
"COLOA", 22,"LEFORI"
"CONGAMBE", 7,"JANGOKORO"
"COO-ROM", 16,"KOCH-GOMA"
"CUBU", 39,"PALABEK-GEM"
"DABANI", 16,"DABANI"
"DADAS", 9,"KATAKWI"
"DADIRA", 20,"MAJANJI"
"DAHAMI", 27,"BUKIYI"
"DAKABELA", 3,"ARAPAI"
"DDALAMBA", 33,"KALWANA"
"DDEGEYA", 9,"KALAGALA"
"DDUNDU", 15,"KYAMPISI"
"DDWANIRO", 10,"DDWANIRO"
"DEGEYA", 36,"KIBIGA"
"DEGIBA", 32,"MIDIA"
"DEI", 27,"PANYIMUR"
"DIIMA", 10,"MUTUNDA"
"DILOKATA", 11,"ALIBA"
"DIPOLYEC", 7,"LOKUNG"
"DISPENSARY WARD", 24,"SSEMBABULE TOWN COUNCIL"
"DODOI", 8,"KADAMA"
"DODOS", 1,"ABARILELA"
"DOGAPIO", 3,"ACHABA"
"DOHO", 17,"MAZIMASA"
"DOHWE", 33,"BUHEMBA"
"DOKO", 23,"BUKASAKYA"
"DOKOLO", 11,"GWERI"
"DOOBA", 56,"BULAGO"
"DRAJU", 32,"OLUVU"
"DRANZIPI", 28,"KIJOMORO"
"DRICILE", 8,"MIDIA"
"DRIWALA", 27,"PAJULU"
"DUFILE (INDRIDRI)", 1,"DUFILE"
"DUKU", 40,"OMUGO"
"DUMUNGA", 19,"EWANGA"
"DUNGA", 57,"MASIRA"
"DUNGI", 12,"NGOGWE"
"DURE", 51,"LATANYA"
"DWONGA WARD", 21,"PAIDHA TOWN COUNCIL"
"DYANGO", 38,"KYALULANGIRA"
"DYANGOMA", 5,"KIGANDO"
"EAST WARD", 30,"KIBIITO TOWN COUNCIL"
"EASTERN WARD", 12,"APAC TOWN COUNCIL"
"EBIHWA", 20,"MOYO"
"EBWEA", 3,"LEFORI"
"ECEKO", 7,"ARIVU"
"EGAMARA", 35,"YIVU"
"EJONI", 10,"URIAMA"
"EKIZIMBI WARD", 45,"SANGA TOWN COUNCIL"
"ELEGU", 25,"ARINYAPI"
"ELEKU", 11,"MANIBE"
"ELENDEREA WARD", 12,"MOYO TOWN COUNCIL"
"ELGON", 63,"BUGITIMWA"
"ELIBU", 33,"OFFAKA"
"EMBARE", 18,"KIKATSI"
"EMOKORI WARD", 65,"BUKEDEA TOWN COUNCIL"
"ENDIINZI", 26,"ENDINZI"
"ENGAAJU", 24,"ENGAJU"
"ENGARI", 13,"ENGARI"
"ENJERU", 37,"KATOOKE"
"ENYIO", 21,"OGOKO"
"EPYEL WARD", 32,"AMOLATAR TOWN COUNCIL"
"ERAMVA", 14,"RHINO CAMP"
"EREA", 3,"AII-VU/AJIVU"
"EREMI", 23,"METU"
"ERIA", 25,"MOYO"
"ERUBA", 16,"VURRA"
"ESIA", 20,"ADROPI"
"ETAM", 14,"ETAM"
"ETEKOBER", 27,"NAMBIESO"
"ETOKO", 10,"OLEBA"
"ETORI", 28,"PAJULU"
"EWAA", 27,"AJIA"
"EWADRI", 39,"MANIBE"
"EWAFA", 1,"ALIBA"
"EWANGURU", 16,"EWANGA"
"EYETE", 65,"ROMOGI"
"EZUKU", 17,"VURRA"
"FOR GOD", 22,"BAR-DEGE"
"FOREST WARD", 60,"PATONGO TOWN COUNCIL"
"FUALWONGA", 17,"ALWI"
"FUDA", 14,"PAKELE"
"FULUMA BUTTA", 31,"BUTTA"
"FURUMA", 38,"MUTARA"
"GABARUNGI WARD", 42,"KAZO TOWN COUNCIL"
"GABUGOTO", 21,"MASIRA"
"GADUMIRE", 8,"GADUMIRE"
"GALA", 45,"KYANKWANZI"
"GALIBOLEKA", 30,"MUHORRO"
"GALIRAYA", 7,"GALIRAYA"
"GAMANGWENI", 58,"BUGINYANYA"
"GAMATIMBEI", 59,"NAMISUNI"
"GAMATUI", 19,"SIPI"
"GAMBA", 11,"KANGO"
"GAMBWA", 16,"NALUTUNTU"
"GANDA", 11,"PANYIMUR"
"GANGAMA WARD", 31,"BOMBO TOWN COUNCIL"
"GANGMING", 27,"LOTUKEI"
"GANYENDA", 13,"KAMWENGE"
"GANZO", 60,"MASIRA"
"GARASOYA", 16,"KIHUNGYA"
"GARUBUNDA", 14,"KEBISONI"
"GASIZA", 9,"NYAKABANDE"
"GASOVU", 15,"NYARUSIZA"
"GAYA", 22,"PABBO"
"GAYAAZA", 16,"KITANDA"
"GAYAZA", 1,"BWANSWA"
"GBALALA", 27,"LAROPI"
"GBOROKOLONGO", 19,"ABUKU"
"GBULUKUATUNI", 15,"RHINO CAMP"
"GEM", 14,"LALOGI"
"GEM-CENTRAL", 1,"ACHOLI-BUR"
"GEM-ONYOT", 2,"ACHOLI-BUR"
"GETOM", 48,"KATAKWI"
"GEYA", 12,"KULULU"
"GGABA", 3,"MAKINDYE DIVISION"
"GGULU WARD", 19,"MUKONO DIVISION"
"GGULUMA", 3,"BUWUNGA"
"GIBUZALE", 15,"SISIYI"
"GICHARA", 6,"KEI"
"GIDUNO", 61,"BUGINYANYA"
"GIMERE", 7,"KEI"
"GINYAKO", 10,"DRANYA"
"GIRAGIRA", 17,"LAMOGI"
"GISORORA", 10,"NYAKABANDE"
"GISOZI", 11,"MURAMBA"
"GITENDERI", 13,"NYARUSIZA"
"GITOVU", 2,"BUSANZA"
"GOBORO", 60,"KOCHI"
"GOBU", 61,"KEI"
"GODIA", 9,"MIDIA"
"GOGONYO", 9,"GOGONYO"
"GOJANI", 40,"ATANGA"
"GOJURU", 13,"KURU"
"GOLIGOLI", 2,"KAGUMU"
"GOLO", 19,"NKOZI"
"GOLOKWARA", 49,"WERA"
"GOLOLA", 29,"MPENJA"
"GOMBE", 64,"BUKYABO"
"GOMBE WARD", 27,"WAKISO TOWN COUNCIL"
"GONDOHERA", 4,"BUYINJA"
"GOOZI", 63,"BUGINYANYA"
"GOPELE", 3,"GIMARA"
"GOTAPWOU", 28,"LOTUKEI"
"GOTOJWANG", 21,"OLILIM"
"GUBONGOI", 53,"KABEYWA"
"GUDA", 37,"WOL"
"GULAMA", 3,"NAJJA"
"GULE", 19,"MAGOLA"
"GULINYA", 35,"UKUSIJONI"
"GULUDDENE", 13,"KYAMBOGO/BUSUKUMA"
"GULWE", 27,"BUSSI"
"GUMPI", 3,"BUGAYA"
"GUREPI", 2,"LUDARA"
"GURUGURU", 30,"LAMOGI"
"GUU WARD", 8,"KITGUM TOWN COUNCIL"
"GUU WARD B", 53,"KITGUM TOWN COUNCIL"
"GWANDA", 19,"KYEBE"
"GWARAGWARA", 5,"KISOKO"
"GWASE", 4,"BUGAYA"
"GWATIRO", 2,"BUDDE"
"GWENGDIYA", 1,"AWACH"
"GWERE", 4,"LEFORI"
"GWERI", 12,"GWERI"
"GWERO-NAMAYUGE", 8,"GALIRAYA"
"HABIGA", 25,"BUSABI"
"HABULEKE", 24,"BUSITEMA"
"HAIBALE", 13,"BWERAMULE"
"HAKATOMA WARD", 27,"KYENJOJO TOWN COUNCIL"
"HAKITARA", 18,"KISUBBA"
"HAKONA", 24,"NYANKWANZI"
"HAMA", 6,"SIGULU ISLANDS"
"HAMUGYI", 67,"KYAKABADIIMA"
"HAMUKUNGU", 21,"LAKE KATWE"
"HAMURWA WARD", 9,"HAMURWA TOWN COUNCIL"
"HAMUTITI WARD", 13,"BUNDIBUGYO TOWN COUNCIL"
"HARUKOBA", 24,"RWEBISENGO"
"HARUKUNGU", 39,"ISANGO"
"HASYULE", 4,"LUMINO"
"HEALTH CENTRE WARD", 26,"SEMUTO TOWN COUNCIL"
"HIGHLAND WARD", 26,"MUHANGA TOWN COUNCIL"
"HIIMA", 6,"BUGAAKI"
"HIMA", 5,"KITSWAMBA"
"HISEGA WARD", 43,"BUTALEJA TOWN COUNCIL"
"HOSPITAL WARD", 36,"PALLISA TOWN COUNCIL"
"HUMYA", 32,"BUBUKWANGA"
"IBAAKO", 11,"IBULANKU"
"IBAALE", 7,"BUSORO"
"IBAARE", 30,"IBAARE"
"IBABIRI", 62,"ODRAVU"
"IBAKARA", 10,"KORO"
"IBANDA", 2,"BUGOYE"
"IBIBIAWORO", 41,"PAKELE"
"IBIMBO", 24,"KYONDO"
"IBULANKU", 12,"IBULANKU"
"IBUMBA", 20,"RWAMUCUCU"
"IDAYI", 27,"AII-VU/AJIVU"
"IDINDA", 22,"NAMALEMBA"
"IDOBO", 15,"LALOGI"
"IDRIMARI", 19,"LAROPI"
"IDUDI", 5,"BUYANGA"
"IDUDI A", 42,"NANSANGA"
"IDUDI B", 43,"NANSANGA"
"IGAMBA WARD", 3,"NORTHERN DIVISION"
"IGAMBIRO", 39,"KATENGA"
"IGAYAZA", 7,"BIREMBO"
"IGEYERO", 24,"BAITAMBOGWE"
"IGGWE", 2,"BULESA"
"IGOMANDA", 10,"HAMURWA"
"IGOMBE", 13,"IGOMBE"
"IGORORA", 25,"KEIHANGARA"
"IGORORA TOWN BOARD", 31,"KEIHANGARA"
"IGOZA", 22,"NYAMARWA"
"IGULI", 17,"AMWOMA"
"IGULUIBI", 21,"WAIRASA"
"IGWANJURA", 10,"KABWOYA"
"IHANGA", 2,"BUBARE"
"IHANGO", 9,"IHANDIRO"
"IHUNGA", 27,"NYARUSHANJE"
"IJUMO", 24,"MITOOMA"
"IKAALI", 26,"BUKHOFU"
"IKAFE", 63,"ARIWA"
"IKAMIRO", 15,"MUKO"
"IKANDA", 32,"BUYENDE"
"IKI-IKI", 4,"IKI-IKI"
"IKULWE WARD", 14,"MAYUGE TOWN COUNCIL"
"IKUMBYA", 19,"IKUMBYA"
"IKWERA WARD", 31,"ADUKU TOWN COUNCIL"
"ILEE", 26,"CHEGERE"
"ILERA", 19,"AYER"
"ILINYI", 54,"OFUA"
"IMARA", 26,"MUGARAMA"
"IMMERI", 29,"NKONDO"
"IMVENGA", 64,"KURU"
"IMVEPI", 36,"ODUPI"
"INDILINGA", 2,"ALIBA"
"INDUSTRIAL AREA", 3,"KAMPALA CENTRAL DIVISION"
"INDUSTRIAL AREA WARD", 38,"KYOTERA TOWN COUNCIL"
"INDUSTRIAL WARD", 22,"SIRONKO TOWN COUNCIL"
"INOMO", 24,"INOMO"
"INOMO WARD", 33,"AMOLATAR TOWN COUNCIL"
"INUULA", 20,"IKUMBYA"
"IPITO-AWENO", 11,"OJWINA"
"IRAMBURA", 25,"BUKONZO"
"IRARAMIRA", 5,"KIYANGA"
"IREDA EAST", 12,"LIRA CENTRAL"
"IREDA WEST", 22,"LIRA CENTRAL"
"IREMERA", 2,"BUKIMBIRI"
"IRIAGA", 3,"LAROO"
"IRIIRI", 1,"IRIIRI"
"IRIMA", 7,"KALUNGI"
"IRIMYA", 10,"KICUZI"
"IRINGA", 34,"NKONDO"
"IRONGO", 26,"IRONGO"
"IRUHURA", 31,"KABAMBIRO"
